rating,title,text,asin,timestamp,helpful_vote,verified_purchase,sentiment,clean_text
2.0,Two Stars,Pretty but don't have much for holding power in my hair,B016D604OG,1469023874000,4,True,negative,pretty much holding power hair
1.0,Extremely poor quality,"I was super exited about it when I RECEIVED IT .. BUT once I used it .… I’m  super disappointed the gel polish fall off the same day … not even a day , I was looking for a refund but This item cannot be returned. … don’t waist your money … not a good product",B08PZ4K7HF,1635819229970,0,True,negative,super exited received used super disappointed gel polish fall day not even day looking refund item cannot returned waist money not good product
3.0,Good,I loved it but I got carried away with it  so I bruised some areas in my back and legs.,B07R4PBJXZ,1581630476575,0,True,neutral,loved got carried away bruised area back leg
4.0,Nice for the money,I really like how the set looks.  I took off one star because the clasp broke when I removed my necklace after one wear 😢,B01A0B9MRU,1665440679245,0,True,positive,really like set look took one star clasp broke removed necklace one wear
5.0,Great buy,Love these so much easy to apply last long time,B07N38K4RW,1557066869374,0,True,positive,love much easy apply last long time
5.0,Curly hair girls must get!,"Comes in set of two , easy care and leaves my curls looking amazing!",B0145XI8RO,1529992289186,0,True,positive,come set two easy care leaf curl looking amazing
3.0,Thin at the ends,"I had to order another 30 inch bundle because it was just so thin, but overall I like the hair it doesn’t shed it doesn’t tangle. It’s very good soft hair it’s just very thin at the ends.",B0B3D8483Z,1681669141297,0,True,neutral,order another inch bundle thin overall like hair shed tangle good soft hair thin end
2.0,Dojt recommend,Ok. Not really a huge fan. They don't hold label maker tags and hard to fill,B01LYKGR0J,1485395526000,0,True,negative,not really huge fan hold label maker tag hard fill
2.0,It’s Beautiful,It’s pretty. But my g smaller than expected,B01LWP22Z3,1646838262822,0,True,negative,pretty smaller expected
2.0,Just go get a nice Synthetic wig,I got this hair for my baby shower. First the hair is very thin and it sheds SOOO bad. For the amount of money I paid for it I was better off getting a nice Outre Melted Hairline HD Lace Front Wig for half  the price! The closer had  a bald spot and my stylist had to cut the hair because of how bad the split ends were.. this is a synthetic blend at best. No way this is 100% human. I took it out after the shower. It was a waste of money and next time I know to just go to my local hair store and get a nice wig!,B09N6TD4FT,1655302743015,1,True,negative,got hair baby shower first hair thin shed sooo bad amount money paid better getting nice outre melted hairline lace front wig half price closer bald spot stylist cut hair bad split end synthetic blend best way human took shower waste money next time know local hair store get nice wig
3.0,Three Stars,I have to do a lot of practice with this,B0114DCVGW,1459791343000,1,True,neutral,lot practice
5.0,Good quality and value!,These were perfect. Saved me from having to throw away my expensive eyelash curler. Has held up great so far.,B07M768QZH,1564707847780,0,True,positive,perfect saved throw away expensive eyelash curler held great far
2.0,and I don't recommend it. The silicone does not pick up the ...,"This was my first stamper, and I don't recommend it. The silicone does not pick up the paint unless you prime it first - you'll need to 'sand' it down with a nail file to give it texture so the paint will actually stick to it, but very carefully or the silicone will rip. The silicone is a little too soft and will only pick up wide designs from the plate. Invest in the more expensive sets with firmer pads that have some texture.",B01C6VLR5M,1486743713000,0,True,negative,first stamper recommend silicone not pick paint unless prime first need sand nail file give texture paint actually stick carefully silicone rip silicone little soft pick wide design plate invest expensive set firmer pad texture
3.0,Longer then i needed to,Good quality but it was longer than i tought soni had to cut.,B07J45KF4G,1561306600052,0,True,neutral,good quality longer tought soni cut
3.0,Nice,"Great smell, subtle and fresh.  Best for warm weather. I can't say it will last all day but i only want those who get really close to know what i smell like anyways, so this works for me.",B002XQ1R06,1300061035000,0,False,neutral,great smell subtle fresh best warm weather say last day want get really close know smell like anyways work
5.0,Great new way to straighten out wavy hair!,"I was sent this brush free of cost to review. I used it a few times and was pretty satisfied with it. Here is what I think of it:<br />Pros:<br />1. It is extremely easy to use, even on dry hair. Just part the hair into sections and run the comb through each section.<br />2. The straightener comes with adjustable temperature and a simple way to switch from celsius to Fahrenheit. The range specified is 170 C-  200 C for thin hair, 190-210 for medium and between 210 and 230 for thick hair. I used the brush at 220 and it worked well for me.<br />3. The brush heats up pretty quickly and it displays the temperature while heating.<br />4. The straightening brush can be used to give the hair a natural look by combing once and an iron straight look by using it over and over again.<br />Cons:<br />1. I found it a little difficult to straighten my thick hair, especially on the scalp as the brush cannot penetrate through my thick hair. When I divided it into multiple parts, it was easier to straighten, but took way too long compared to a straightening iron.<br />2. The brush is tad too heavy to brush through my thick hair!<br /><br />Overall, it is a wonderful tool to get natural looking straight hair or even to touch up straightened hair. I loved the product!",B01AL9W2TG,1464207784000,0,False,positive,sent brush free cost review used time pretty satisfied think pro extremely easy use even dry hair part hair section run comb section straightener come adjustable temperature simple way switch celsius fahrenheit range specified thin hair medium thick hair used brush worked well brush heat pretty quickly display temperature heating straightening brush used give hair natural look combing iron straight look using con found little difficult straighten thick hair especially scalp brush cannot penetrate thick hair divided multiple part easier straighten took way long compared straightening iron brush tad heavy brush thick hair overall wonderful tool get natural looking straight hair even touch straightened hair loved product
1.0,Don’t buy it!!!!!!,Bad!!! Hard cheap plastic. You would never put this in a client. No way!!!!,B00SJRSPGW,1664585753114,0,True,negative,bad hard cheap plastic would never put client way
3.0,Eh. Like 100 better see my review,Not as good as the 100 model.  On/off switch on brush handle gets stuck unless I put water switch on first.  May be defective.,B078J32XBK,1605981502128,0,True,neutral,not good model switch brush handle get stuck unless put water switch first may defective
4.0,loved the color,"I loved the color, hated the allergic reaction.",B084FN5K7K,1588255771016,0,True,positive,loved color hated allergic reaction
1.0,No no no no NO,Please don’t buy these! They’re cheaply manufactured and fall apart while wearing. Really horrendous product.,B07QXG2ZYP,1577711473684,0,True,negative,please buy cheaply manufactured fall apart wearing really horrendous product
2.0,Not big enough sizes,I would say overall this product is great with the exception of the fact that it doesn’t have a size big enough to fit my thumb properly.,B0095XAX00,1512624568228,0,True,negative,would say overall product great exception fact size big enough fit thumb properly
3.0,Thinner and clip top part is showing,"I bought two of these, the extensions are thinner than expected practically stay flat and does not add much volume. Also some of the top metal part where the clips are attached is showing through the hair.",B08Y8KX7DJ,1625086173530,0,True,neutral,bought two extension thinner expected practically stay flat not add much volume also top metal part clip attached showing hair
3.0,Works Fair,Didn't work as well as I expected.  Takes more time then doing my eyebrows free handed,B08JCLWJGC,1613481912173,0,True,neutral,work well expected take time eyebrow free handed
3.0,ehh they're ok,"I guess I was expecting better and stronger scent.  The soap is ok, but the scent is somewhat lacking.  Would not purchase again.",B007MHN7IQ,1607195776319,5,True,neutral,guess expecting better stronger scent soap scent somewhat lacking would not purchase
3.0,My cats aren't interested in it.,I have 3 cats and none of them are interested in this. It sticks to the glass pane on the door I affixed it to fine. It hasn't fallen off once. I didn't install the little catnip ball that comes with it just because I personally don't trust a catnip ball that came from China. I admit though that the catnip might make it a more enticing toy to the cats so I'll throw some other catnip I have in there.,B086HGMQYV,1593181531952,0,True,neutral,cat none interested stick glass pane door affixed fine fallen install little catnip ball come personally trust catnip ball came china admit though catnip might make enticing toy cat throw catnip
1.0,Bad products,It doesn’t work on long hair,B08G1BX2NF,1615426086704,0,True,negative,work long hair
2.0,Don’t buy,🥵 burns,B086DKCPPL,1626157306430,0,True,negative,burn
3.0,THE BAND IS VERY WEAK!!,"I love these lashes. I do not however think they are worth the price. You can surely find them for a better price. I think the packaging is really nice and you can place your lashes back in when done. I was only able to wear these lashes twice. Each time i took them off I removed the eyelash glue as I do all my lashes. The second time the fibers (weft, string,) that holds the hairs together separated. So in my opinion the band a VERY WEAK. Not long lasting but a very decent lash. I think the price point is a bit high for the quality of this lash.",B06XHXGSKX,1516219466512,1,True,neutral,love lash not however think worth price surely find better price think packaging really nice place lash back done able wear lash twice time took removed eyelash glue lash second time fiber weft string hold hair together separated opinion band weak not long lasting decent lash think price point bit high quality lash
5.0,Hard to find,"Don't know why they stopped making this, I love it. I might not be a drag queen but love the coverage without a mask like look.",B001KTT7E0,1344268076000,0,True,positive,know stopped making love might not drag queen love coverage without mask like look
5.0,Yes,Some feel slightly smaller than others. But wearable. It has been very convenient to have these around. Very convenient.,B008XADNJE,1416789059000,0,True,positive,feel slightly smaller others wearable convenient around convenient
1.0,Clownish,Took these and dropped them off at my.nearest ups. These are too thick and bulky built! The base is SUPER BULKY forno reason. Natural looking is out the window you'll look like a clown!,B09TVG832W,1662789401215,0,True,negative,took dropped nearest ups thick bulky built base super bulky forno reason natural looking window look like clown
1.0,One Star,Never used again after first try,B01BC3YEOQ,1496089179000,0,True,negative,never used first try
1.0,All dented & LEAKS,"I purchased this spray bottle for my hair.<br /><br />As for the spraying itself, it's not good for hair since its more of a spritz and not a spray. THIS ALSO DRIPS/LEAKS each time you spray!<br /><br />As for the bottle themselves...terrible!! The travel bottle was dented on the side and the bottom had a big bubble so it can't sit straight. Poor plastic mold injection inspection & shame on the company for shipping it out this way.",B0899CQXL7,1598645339007,1,True,negative,purchased spray bottle hair spraying not good hair since spritz not spray also drip leak time spray bottle terrible travel bottle dented side bottom big bubble sit straight poor plastic mold injection inspection shame company shipping way
3.0,Nice but difficult,"[[VIDEOID:6a946090ba798c3d88b603bbd27fbac5]] I Love Mia secret products & I like this color, but it is hard to get a bead out of container because of the consistency. It is a little runny but I learned how to maneuver",B00YDK3ILG,1595354481277,1,True,neutral,videoid bbd fbac love mia secret product like color hard get bead container consistency little runny learned maneuver
5.0,Great product,Goes on sheer and soft. Better than expected!,B07FKVGMYD,1601078198211,1,True,positive,go sheer soft better expected
5.0,Great,This is a great product and I will buy it again. Thank you.,B013F0JU7U,1577054852457,0,True,positive,great product buy thank
1.0,Did not work,didn't work,B08X99HYP8,1624574856246,0,True,negative,work
3.0,Compliments,"They are cute in hair and I got compliments, unfortunately one of the arrow tips broke off, not very dura",B016ZLJIOQ,1531106344161,0,True,neutral,cute hair got compliment unfortunately one arrow tip broke not dura
5.0,So it turned out a good buy.,"Just purchased this case for my wife's new phone a Samsung Galaxy Note 5, and she loves it with the flower print on it. The only thing negative that I would say is the cover over the startup button is a little difficult to turn on the phone but that is just me. My wife does not complain and she would say so if she found it to be a pain. So it turned out a good buy.",B013QP8232,1448899311000,2,True,positive,purchased case wife new phone samsung galaxy note love flower print thing negative would say cover startup button little difficult turn phone wife not complain would say found pain turned good buy
1.0,Stick to the name brands.,"I really wanted to be impressed with this electric razor. reviews electric razors for 15 + years. Have always bought the name brands and the most expensive ones. I thought I would give one of these ones I shot hoping that I have been paying too much for the last 15 + years. Unfortunately my return window has closed on this product as with anybody who uses an electric shaver understands that you got the shape with it for a good 30 days to really know if it works well. Just recently the razor I started making noises similar to an animal taking its last breath. Again, I had high hopes for the razor save yourself the time spent a few more bucks and get another brand.",B07K1DRCYR,1550643111484,3,True,negative,really wanted impressed electric razor review electric razor year always bought name brand expensive one thought would give one one shot hoping paying much last year unfortunately return window closed product anybody us electric shaver understands got shape good day really know work well recently razor started making noise similar animal taking last breath high hope razor save time spent buck get another brand
1.0,FALSE ADVERTISEMENT!!!,"I received some knock off of this in the mail. Needless to say, I'm getting a refund. I have read reviews about this happening to others, I didn't think I would soon become one of them. DO NOT BUY FROM ""SCS COLLECTIBLES""!!!!",B000CSH3YG,1308331415000,12,True,negative,received knock mail needless say getting refund read review happening others think would soon become one not buy sc collectible
1.0,Don't Recommend,"Cheaply made.  Springs in the bottle neck kept on jamming up (with multiple bottles-not operator error), so then you couldn't pull the sprayer trigger.  More of a mist spray, not what I was expecting.",B088BNK565,1600443130305,0,True,negative,cheaply made spring bottle neck kept jamming multiple bottle not operator error pull sprayer trigger mist spray not expecting
1.0,Pass,I was super disappointed that they charge that much for something the size of a silver dollar pancake! It settled in my pores the second I put it on making them way more noticeable.,B00FIYR6Y6,1571360405399,1,True,negative,super disappointed charge much something size silver dollar pancake settled pore second put making way noticeable
3.0,Not Great for Thin Facial Hair,"I’ve recently grown my facial hair out during the winter season, and I’ve been needing a beard brush to try to train my facial hair to lay down. Unfortunately I don’t have very thick facial hair. The boar hair in this brush is quite coarse, and since I have thin hair it does scratch my face and does not feel comfortable. I have to be gentle when using this brush. I tried washing the brush with beard wash and conditioner, but it did not help much. I don’t think I would recommend paying $20 for this brush. There are larger brushes for less money out there. Overall, I will keep using it, but it could be better.",B08K2HC58L,1612129955662,0,False,neutral,recently grown facial hair winter season needing beard brush try train facial hair lay unfortunately thick facial hair boar hair brush quite coarse since thin hair scratch face not feel comfortable gentle using brush tried washing brush beard wash conditioner not help much think would recommend paying brush larger brush less money overall keep using could better
3.0,Like the Tarte Lights,"Eh....  Like the Tarte Lights, Camera, Flashes much better",B01FMMDAB6,1480455499000,0,True,neutral,like tarte light camera flash much better
5.0,Amazing!!!,"Oh my goodness, I'm obsessed!! LOVE these masks! So hydrating and soothing. My skin looks amazing the next day. They might be my favorite sheet masks now!",B01DSTDVKA,1461198118000,0,True,positive,goodness obsessed love mask hydrating soothing skin look amazing next day might favorite sheet mask
4.0,The oli is great,The beard oil and balm feels good on the beard and I like how the brush works.,B07XJHBYWV,1584883816090,0,True,positive,beard oil balm feel good beard like brush work
1.0,Not as described.,I returned these. They clumped up my lashes. It looked like I had 4 long lashes. They stick and clump together.,B08GX3TRX8,1606524180193,0,True,negative,returned clumped lash looked like long lash stick clump together
3.0,THESE HAVE TO HAVE THE LAMP,"Seriously, for those of us who are uninitiated in the artistry that is nail polishing, these are GELS, not your classic polish. You have to set them under the UV lamp to get the stuff to set and dry. No, leaving it alone for 2 hours DOES NOT WORK. Like an idiot, I tried. The goof was entirely on me, which is why I didn't try to send them back. Maybe I'll get myself the lamp for Christmas. XD",B07T7J61V9,1563362116212,0,True,neutral,seriously uninitiated artistry nail polishing gel not classic polish set lamp get stuff set dry leaving alone hour not work like idiot tried goof entirely try send back maybe get lamp christmas
1.0,Hope you like to scrub your eyelashes off...,"Nothing takes this stuff off.  I lost a bunch of eyelashes trying to remove it.  When applies it makes it look like spiders are crawling off your eyelids.  Creepy.  And if they lashes stick together, well your screwed as there is NO pulling them apart.",B07Q69KHDK,1562070433443,1,True,negative,nothing take stuff lost bunch eyelash trying remove applies make look like spider crawling eyelid creepy lash stick together well screwed pulling apart
3.0,Easy to use,The color was to light but I use it to hide grey on my hair works great,B09GTZ6GQG,1639712443092,0,True,neutral,color light use hide grey hair work great
1.0,Used can sent,Looks like someone used one of the 4 cans. Definitely can notice a good weight difference.,B01IADZU94,1605597069718,2,True,negative,look like someone used one can definitely notice good weight difference
5.0,"Great Product, Great Buy",Great buy. Works well. 1/3 the price in the pharmacy,B00IG0677G,1626736430047,0,True,positive,great buy work well price pharmacy
1.0,Horrible!!!!!!,"Complete waste of money, the quality is shiny and cheap ( doll hair), yes I'm aware its a synthetic wig, but that does not excuse the poor quality!!!!",B087F6XWMH,1593281454529,0,True,negative,complete waste money quality shiny cheap doll hair yes aware synthetic wig not excuse poor quality
5.0,Good for the price,Must condition,B07PCMVSX4,1556587826709,0,True,positive,must condition
2.0,Wouldn’t buy again,"I received this item for Christmas and used it twice and it stopped working. After the first use the timer stopped working and now it Won’t turn on, nothing",B09KLMM7C6,1641772483075,0,True,negative,received item christmas used twice stopped working first use timer stopped working turn nothing
3.0,Cheap but functional,Quality is cheap but it is functional.,B07114PYXR,1552234601459,0,True,neutral,quality cheap functional
5.0,Pleasently surprised,"I wasn't sure what to expect using this, since it's my first bar shampoo, but I really like how clean my hair feels without feeling dried out.  My hair is naturally dry and this shampoo does a great job.",B09CVY54GJ,1667413137629,0,True,positive,sure expect using since first bar shampoo really like clean hair feel without feeling dried hair naturally dry shampoo great job
1.0,Don’t waste your money.,Gimmick. The ads are BS,B09QQG9GHJ,1674096185946,0,True,negative,gimmick ad
1.0,I didn't order this,I did not order this,B07H8TLFKX,1595032199842,0,True,negative,not order
3.0,What I was looking for.,"The ears worked for the party, but they fell apart pretty easily as they worn.",B07FSCR54M,1679362303227,0,True,neutral,ear worked party fell apart pretty easily worn
3.0,Loved it but…,Loved it. But one of the eyeshadows was broken upon receiving it. So its either cheaply made or poorly packaged to ship.,B08JCQZW79,1643838201565,0,True,neutral,loved one eyeshadow broken upon receiving either cheaply made poorly packaged ship
5.0,Perfect fit and a beautiful red nail polish with a ...,Just received my nails this morning! They are absolutely gorgeous! Perfect fit and a beautiful red nail polish with a shining gold tip! I really do love them! I will definitely buy these again! Thank You!,B013WUZ9AU,1478271993000,1,True,positive,received nail morning absolutely gorgeous perfect fit beautiful red nail polish shining gold tip really love definitely buy thank
5.0,legendary lashes does not clump after multiple coats,I do not dislike and I use as mascara.,B07CN5K7BQ,1554832502979,1,True,positive,not dislike use mascara
5.0,WOW WHAT A DIFFERENCE,"This product has changed my life. I am an avid soda/tea drinker. After 10 days of this product, my teeth are whiter than ever! I love how compact it comes and how easy it is to use!",B07B6WZZ65,1558550296706,1,True,positive,product changed life avid soda tea drinker day product teeth whiter ever love compact come easy use
3.0,Leaked,The item leaked in shipping,B07JWJVJDV,1587374967523,0,True,neutral,item leaked shipping
3.0,Three Stars,Cute but falls off easily and tangles easily,B01BYIYMLO,1507546467031,0,True,neutral,cute fall easily tangle easily
1.0,Crazy small amount of product for the price.,"for 6 bucks, buy something else.. the amount you get for cost is a joke and if you have anything above a little stubble and try to use this you'll need to use it virtually all up in one use.",B01BMY0EBM,1477081195000,0,True,negative,buck buy something else amount get cost joke anything little stubble try use need use virtually one use
1.0,Dissatisfied,It’s too small. I could not reach my back.,B08BCNBZGW,1617245072349,0,True,negative,small could not reach back
4.0,Good buy!,I have used it twice since I received it several days ago and am very pleased with it,B013QBNX58,1484838689000,0,True,positive,used twice since received several day ago pleased
2.0,Cute for young girl dress up,Cute necklace for a young girl for dress up. Kind of cheap looking and cheaply made. Price is right in line with the quality,B00HLXYMI0,1401372158000,4,True,negative,cute necklace young girl dress kind cheap looking cheaply made price right line quality
1.0,Be advised:  Reeks of putrid vegetable oil...and is not-returnable.,"On a more positive note, good packaging & fairly quick shipment.  But the product is a 100% waste of money.",B00XYLJOF4,1610837180597,1,True,negative,positive note good packaging fairly quick shipment product waste money
5.0,Works fine,"Did exactly what it said it'd do, worked to get Apple Carplay working in my 2016 Ford Fiesta ST.",B07HC84V8D,1630376730652,0,True,positive,exactly said worked get apple carplay working ford fiesta
3.0,dont love the scent,Good product but I don't love the scent.,B079NV9PBG,1552086040983,0,True,neutral,good product love scent
5.0,Five Stars,Awesome.,B00NV6A3P2,1465929122000,0,True,positive,awesome
1.0,"Poor description, poor quality and poor value even at $3.99","The product description is not accurate and the product is unsatisfactory for personal use and natural nails. I find the grit too coarse and all appear to be the same in buffer blocks. There is no buffer to it. Same with the files.  There was no kabuki brush in the package.  I may be able to use on thick toenails and share with friends and family, but otherwise it is a big fat zero.",B087BDJ3CL,1618844558590,0,True,negative,product description not accurate product unsatisfactory personal use natural nail find grit coarse appear buffer block buffer file kabuki brush package may able use thick toenail share friend family otherwise big fat zero
3.0,Three Stars,holes on the bottom after about a month,B01KQ2HMK2,1499961874035,0,True,neutral,hole bottom month
3.0,Tight elastic,"This shower cap is very cute.  However, I should have &#34;listened&#34; to another reviewer as the elastic is way to tight.  so buyer beware!",B01GPK28J4,1503862965735,2,True,neutral,shower cap cute however listened another reviewer elastic way tight buyer beware
1.0,Not what the description says...,"The mask itself is great and exactly like my old one. BUT the title stating “1 mask, pack of two” is very misleading, especially for the price. Even the packaging for the mask states pack of two.",B001ET7HJI,1619386392703,2,True,negative,mask great exactly like old one title stating mask pack two misleading especially price even packaging mask state pack two
1.0,Nope,Husband hates it and it smelled terrible,B079568S2R,1533090316552,1,True,negative,husband hate smelled terrible
1.0,Unnecessary,"I love Cremo products, but save your money.  You can get a smoother, better shave by continuing to rub your hand (and the shave cream) over your face as you shave.  You will never miss a spot.",B00UARRJMA,1508381869708,0,False,negative,love cremo product save money get smoother better shave continuing rub hand shave cream face shave never miss spot
3.0,Three good flavors,We used these for a spa night for 18 girls and moms.  All flavors got good reviews (especially brown sugar!) except vanilla.  Everyone who tried it said it tasted nasty.,B07XKCBF5Q,1628621864049,0,True,neutral,used spa night girl mom flavor got good review especially brown sugar except vanilla everyone tried said tasted nasty
1.0,This is not iles formula. Only buy from iles directly,Received 2 number 3’s in a sealed package. Do not recommend. I have never had this happen before. First time buying this product from someone other then directly from iles formula & was very disappointed for the price! Wow do not buy this product it’s not authentic. For the price purchase directly! Need to return & refund.,B07K6N99JS,1672440363798,0,True,negative,received number sealed package not recommend never happen first time buying product someone directly iles formula disappointed price wow not buy product not authentic price purchase directly need return refund
3.0,pass,not too impressed,B00KYHN5P6,1431051667000,0,True,neutral,not impressed
3.0,Three Stars,They leave sticky under your eye :(,B01LF43EIO,1486304874000,0,True,neutral,leave sticky eye
4.0,Good wand good quality easy to use heats fast,Very versatile and easy to switch between iron to curler . I like the fact of the points to hold the wand with your fingers the ergonomic and safety to avoid burns . It heat very fast and the temperature is very stable . The only thing is that you may unplug the wand between uses because the power bottom is very sensitive and can be power on easily with just a touch and get hot fast . It comes with a carry bag very versátil especially for travel .,B07K153R2B,1579010894282,0,True,positive,versatile easy switch iron curler like fact point hold wand finger ergonomic safety avoid burn heat fast temperature stable thing may unplug wand us power bottom sensitive power easily touch get hot fast come carry bag vers til especially travel
5.0,Nail display,U have to use very carefully the stones comes out very easily is beautiful but not for more use,B08923BWF2,1619022158406,0,True,positive,use carefully stone come easily beautiful not use
5.0,Purchased this for my mom as a Christmas present. ...,Purchased this for my mom as a Christmas present....she has had tremendous relief of her symptoms while using this. I'm impressed.,B00BN9PFUW,1487486202000,1,True,positive,purchased mom christmas present tremendous relief symptom using impressed
3.0,The colors are perfect but...,I love the color of these and they are super durable  but they are much stiffer than the other hair ties I have bought like these.,B07Y9R3RMV,1592520201019,0,True,neutral,love color super durable much stiffer hair tie bought like
1.0,Not a smell for me,Not that great,B076B84BMW,1554811970064,0,True,negative,not great
5.0,El mejor,Muy buen producto,B075BSW8T6,1684198825896,0,True,positive,muy buen producto
2.0,Two Stars,Too drying.,B00YI9XO8Y,1513400859969,0,True,negative,drying
2.0,Very thin,These mask are very thin.,B08BHS3GTH,1604806726535,0,True,negative,mask thin
5.0,Return customer,Have ordered this product many times. Love the soft gardenia scent.,B00VIPNWZQ,1445303445000,0,True,positive,ordered product many time love soft gardenia scent
5.0,Excelente producto y muy rapida entrega,[[VIDEOID:3b06824f4af9d2ef37663e1bfac9e3cc]] Me encanto los colores son igualito que en la foto,B07PTP9DJC,1564189959930,0,True,positive,videoid bfac encanto los colores son igualito que foto
1.0,FAKES,THESE ARE FAKES - USING STOLEN IMAGERY OF OTHER PEOPLE'S HEADBANDS -IT'S NOT OF THE REAL PRODUCT.  TERRIBLE QUALITY,B07T4862HT,1574444119525,2,False,negative,fake using stolen imagery people headband not real product terrible quality
1.0,The product HURT my nails,"The product HURT my nails. My nails literally shrank! I could feel my nails shrink, it was a terrible, scary feeling. I compared one hand to the other and holy cow you can see how the product made my nails curl inwards on the ends, leaving my nails sensitive and in a stinging, aching pain. Idk how to get rid of this feeling. I soaked my nails in water to see if I could rehydrate them, they still hurt. I am NOT doing my other hand, I guess I’ll have to go to work with jacked up nails and hit Sally’s afterwards.",B07V347MSD,1569998557022,0,False,negative,product hurt nail nail literally shrank could feel nail shrink terrible scary feeling compared one hand holy cow see product made nail curl inwards end leaving nail sensitive stinging aching pain idk get rid feeling soaked nail water see could rehydrate still hurt not hand guess work jacked nail hit sally afterwards
3.0,Scratches,"The  product works good and delivers a fine mist. However, my bottle was very scuffed and had multiple scratches the the surface.",B07C533XCW,1535647381187,0,True,neutral,product work good delivers fine mist however bottle scuffed multiple scratch surface
3.0,Not the professional quality brushes I would have expect to received.,"I ordered the Professional Makeup Brushes, 22 Piece Set, Pink, and Vegan by Beauty Bon.  First when they arrived they had a really bad odor.  It was really strong.  It smelled like a chemical. I removed all the brushes from their case.  Most of the odor remained in the case so I decided to just place the brushes in a makeup tool jar.  The second thing I noticed was that two of the larger blush brushes were broken.  I have not even used them and they came apart.  Constructions of these brushes are cheap.  I was so disappointed because I really wanted to like them.  They are pink, cute & came in their very own case but overall not the quality brushes I would have preferred.  While using them to apply makeup I did not feel that it blended my makeup very well. Also you really have to wash out the brushes afterwards because the brushes hold a lot of makeup residue. I really would have like to say I like them a lot but sadly to have to say I was disappointed and not the professional quality brushes I would have expect to receive. I might be able to use one or two but not for everyday usage.<br />Disclaimer: I receive this item at a discount to test and give my honest review.",B01CF2W436,1463804241000,9,False,neutral,ordered professional makeup brush piece set pink vegan beauty bon first arrived really bad odor really strong smelled like chemical removed brush case odor remained case decided place brush makeup tool jar second thing noticed two larger blush brush broken not even used came apart construction brush cheap disappointed really wanted like pink cute came case overall not quality brush would preferred using apply makeup not feel blended makeup well also really wash brush afterwards brush hold lot makeup residue really would like say like lot sadly say disappointed not professional quality brush would expect receive might able use one two not everyday usage disclaimer receive item discount test give honest review
5.0,Great,"Cute and sturdy, with many different designs. Might not be great for super long or thick hair, but they work well and I love them.",B081M18NMK,1655574321767,0,True,positive,cute sturdy many different design might not great super long thick hair work well love
3.0,It hits the eye if worn with glasses and the ...,It hits the eye if worn with glasses and the strap comes down onto your glasses if work over them,B00GNJRPAK,1525446820121,0,True,neutral,hit eye worn glass strap come onto glass work
1.0,One Star,Peels right off. Not worth the money.,B01N3JPJKM,1517946684950,0,True,negative,peel right not worth money
5.0,Love the Fragrance - it lasts like body spray!,"I paid almost $15 for one bottle, that's how much I love the scent.",B074MLX7BH,1523978184431,2,False,positive,paid almost one bottle much love scent
1.0,Burned my skin,"Terrible, burned my skin and my eyes and I usually can use any type of face product. I would not recommend to anyone.",B07P9PKB9H,1583592784727,0,True,negative,terrible burned skin eye usually use type face product would not recommend anyone
3.0,Broken tyne,The tongs broke in 3 days.,B016V29ARE,1621431564750,1,True,neutral,tongs broke day
5.0,Good product so far,Only used this twice.  Hair very shiny and smooth  Less frizz.  Need to use longer to know about more results.  Bottles are quite small. Hopeful that this will help my thinning hair in time.,B01GS7QKQQ,1488752284000,2,True,positive,used twice hair shiny smooth less frizz need use longer know result bottle quite small hopeful help thinning hair time
1.0,Not a good long hair shampoo,Not useful on long hair,B07K7VLRTP,1618668447157,0,True,negative,not useful long hair
1.0,Very messy,It very messy and lashes do not seem as the promo.,B07D7VDBGC,1557418779479,0,True,negative,messy lash not seem promo
2.0,Cap is WAY too large,"This wig is SUPER soft, and I wish it worked for me, but the cap is entirely way too big for me to wear. It was also very shiny and slick, but I am sure that can be fixed with some powder. It turned out to be way more orange than copper, and it just didn't work for my yellow skin tone. I would have tried to make the orange work, but it is just way too large for my head. Seems to be a really good wig, if only it would have fit. Have to return... :(",B07CGNNHMC,1581735942128,1,True,negative,wig super soft wish worked cap entirely way big wear also shiny slick sure fixed powder turned way orange copper work yellow skin tone would tried make orange work way large head seems really good wig would fit return
5.0,Love it! I’m buying more than 1 pair next ...,Love it!<br />I’m buying more than 1 pair next time . I got compliments everywhere I went! From men and women!,B06XHXGSKX,1517085384161,0,True,positive,love buying pair next time got compliment everywhere went men woman
1.0,Comprobado,"No funciona , y muy poco producto !!!",B07WQWVGHZ,1580822311599,0,True,negative,funciona muy poco producto
2.0,Wouldn't stay on,Couldn't get the eyelashes to stay on. Weren't magnetic.,B07RX6429D,1575335384766,0,True,negative,get eyelash stay magnetic
3.0,Not A Fan,I was looking for a real Shea butter lotion and decided to try this based off the reviews. Found the scent fake and overpowering. Thankfully it doesn't last very long. This also has very little real Shea butter.,B005R82T5E,1533027185139,0,True,neutral,looking real shea butter lotion decided try based review found scent fake overpowering thankfully last long also little real shea butter
5.0,Great for the money.,"Mehron is one of my favorite stick foundations to use at the moment, its full coverage, big, and a lot cheaper than some of the other stick foundations. I set it with Coty Powder before I cook my contour. Goes on SUPER creamy and is buildable.",B005F5P9DS,1448448211000,1,True,positive,mehron one favorite stick foundation use moment full coverage big lot cheaper stick foundation set coty powder cook contour go super creamy buildable
1.0,HORRIBLE,Dont waste your money!!!!!,B09TSPD1BZ,1650075346850,0,True,negative,dont waste money
